ID_Cliente,Ubicacion,Tipo_Propiedad,Estrato,Consumo_Enero,Consumo_Febrero,Consumo_Marzo,Consumo_Abril,Consumo_Mayo,Consumo_Junio,Pago_Enero,Pago_Febrero,Pago_Marzo,Pago_Abril,Pago_Mayo,Pago_Junio,Facturas_Atrasadas,Inspecciones,Reclamos,Fraude
258,Ciudad A,Residencial,4,1247,2350,2403,3577,3706,1759,175,329,336,501,519,246,0,,0,No
259,Ciudad A,Comercial,4,1537,1322,3977,583,2776,2683,215,185,557,82,389,376,1,,0,No
260,Ciudad A,Residencial,1,3718,652,1442,3159,3943,1597,521,91,202,442,552,224,4,3,2,Si
261,Ciudad A,Residencial,4,1416,1411,3178,1714,3286,3829,198,198,445,240,460,536,1,0,0,No
262,Ciudad B,Comercial,1,1509,1822,797,3066,2184,2582,211,255,112,429,306,361,1,2,2,Si
263,Ciudad A,Residencial,4,2749,2361,2854,1629,1932,1100,385,331,400,228,270,154,0,1,1,No
264,Ciudad C,Residencial,1,1283,533,3205,3463,1176,1904,180,75,449,485,165,267,0,3,1,Si
265,Ciudad B,Residencial,1,646,1391,2963,3116,858,1109,90,195,415,436,120,155,0,2,3,Si
266,Ciudad A,Comercial,4,3859,3217,1787,2338,3009,1842,540,450,250,327,421,258,0,0,0,No
267,Ciudad C,Residencial,3,905,3933,3713,955,2688,1042,127,551,520,134,376,146,2,1,3,No
268,Ciudad B,Residencial,3,2841,3883,1870,1583,2944,2724,398,544,262,222,412,381,0,1,0,No
269,Ciudad A,Comercial,3,2511,2709,3443,1638,825,3735,352,379,482,229,116,523,0,1,0,No
270,Ciudad C,Residencial,2,2801,1991,1187,2064,766,2029,392,279,166,289,107,284,0,0,2,Si
271,Ciudad A,Comercial,3,2201,3075,507,3313,3932,1595,308,431,71,464,550,223,1,0,0,No
272,Ciudad A,Residencial,3,2759,1658,1871,3798,2063,2955,386,232,262,532,289,414,1,0,0,No
273,Ciudad A,Residencial,3,2186,3536,3678,2834,1823,2323,306,495,515,397,255,325,0,1,1,No
274,Ciudad A,Comercial,1,1290,2263,3743,1390,3140,1917,181,317,524,195,440,268,2,2,1,Si
275,Ciudad B,Residencial,1,1160,3717,654,533,1651,3188,162,520,92,75,231,446,3,0,3,Si
276,Ciudad A,Residencial,4,3435,3668,1974,2434,537,2594,481,514,276,341,75,363,0,1,0,No
277,Ciudad C,Residencial,3,3399,1761,2420,1520,2399,2308,476,247,339,213,336,323,4,0,1,No
278,Ciudad B,Comercial,4,3526,2118,2666,1847,3825,3947,494,297,373,259,536,553,1,0,1,No
279,Ciudad A,Residencial,4,1061,814,627,3205,1875,3619,149,114,88,449,263,507,0,1,0,No
280,Ciudad C,Residencial,3,2882,2051,1214,3955,2878,1041,403,287,170,554,403,146,3,1,0,No
281,Ciudad B,Comercial,4,3226,1397,1313,1723,3602,2670,452,196,184,241,504,374,1,0,0,No
282,Ciudad A,Residencial,2,3684,1415,1699,1505,2680,1323,516,198,238,211,375,185,0,2,0,Si
283,Ciudad C,Comercial,2,3192,3592,1663,1098,1920,1352,447,503,233,154,269,189,0,1,0,No
284,Ciudad A,Residencial,3,1876,1381,660,3852,3125,2755,263,193,92,539,438,386,0,1,1,No
285,Ciudad A,Residencial,1,575,2453,2040,1210,1396,2202,81,343,286,169,195,308,3,0,3,Si
286,Ciudad A,Comercial,4,2216,1883,3297,2649,675,3248,310,264,462,371,95,455,1,1,7,No
287,Ciudad A,Residencial,2,1581,3178,1310,2042,2401,3096,221,445,183,286,336,433,1,0,5,Si
288,Ciudad B,Residencial,4,1597,3591,2274,3351,3508,831,224,503,318,469,491,116,1,0,5,No
289,Ciudad A,Residencial,3,1214,3180,2482,2721,3855,2838,170,445,347,381,540,397,0,0,6,No
290,Ciudad C,Comercial,1,1503,1533,1977,3552,3098,2707,210,215,277,497,434,379,1,2,7,Si
291,Ciudad B,Residencial,4,1718,882,1542,878,2022,1254,241,123,216,123,283,176,1,0,7,No
292,Ciudad A,Residencial,1,3680,812,840,2895,1639,1748,515,114,118,405,229,245,0,3,7,Si
293,Ciudad C,Comercial,3,3586,2190,3973,2030,3485,2031,502,307,556,284,488,284,1,1,5,No
294,Ciudad B,Residencial,1,3093,1661,3414,2743,1385,1429,433,233,478,384,194,200,2,3,5,Si
295,Ciudad A,Comercial,1,3355,1157,722,770,2742,3721,470,162,101,108,384,521,2,2,5,Si
296,Ciudad C,Residencial,2,905,1057,2583,1427,1758,1914,127,148,362,200,246,268,0,1,5,No
297,Ciudad A,Residencial,3,2146,982,2168,705,2116,1769,300,137,304,99,296,248,3,1,6,No
298,Ciudad A,Comercial,2,2067,2181,539,1133,1400,2376,289,305,75,159,196,333,1,1,7,No
299,Ciudad A,Residencial,2,1179,3996,2961,1121,2053,521,165,559,415,157,287,73,1,0,7,No
300,Ciudad A,Residencial,3,3242,2556,2642,1115,1141,3256,454,358,370,156,160,456,3,0,7,No
301,Ciudad B,Residencial,3,3646,1614,3707,2152,2499,3604,510,226,519,301,350,505,0,0,7,No
302,Ciudad A,Comercial,2,3971,3877,2506,3443,3030,700,556,543,351,482,424,98,4,2,5,Si
303,Ciudad C,Residencial,4,2535,748,1788,3997,1073,564,355,105,250,560,150,79,1,0,7,No
304,Ciudad B,Residencial,3,621,3964,802,3433,2959,3321,87,555,112,481,414,465,3,2,6,No
305,Ciudad A,Comercial,2,3697,2226,3970,2266,3472,1833,518,312,556,317,486,257,1,2,6,Si
306,Ciudad C,Residencial,4,3277,2598,3969,1108,930,597,459,364,556,155,130,84,0,1,7,No
307,Ciudad B,Comercial,2,3910,2698,3581,1510,2992,2894,547,378,501,211,419,405,0,1,5,Si
308,Ciudad A,Residencial,3,2791,1844,1797,1074,2060,3493,391,258,252,150,288,489,1,1,5,No
309,Ciudad C,Residencial,3,3859,2000,3964,2500,3895,2165,540,280,555,350,545,303,0,1,6,No
310,Ciudad A,Comercial,2,657,2238,1969,3885,2226,2142,92,313,276,544,312,300,3,2,7,Si
311,Ciudad A,Residencial,2,2767,3070,2480,3188,1420,3087,387,430,347,446,199,432,1,0,5,No
312,Ciudad A,Residencial,1,554,818,3025,1387,3927,2891,78,115,424,194,550,405,1,2,6,Si
313,Ciudad A,Residencial,3,1610,3658,3325,1358,627,1501,225,512,466,190,88,210,1,0,7,No
314,Ciudad B,Comercial,1,3543,812,1230,1593,1355,1884,496,114,172,223,190,264,0,3,5,Si
315,Ciudad A,Residencial,3,764,2696,3780,3274,670,3753,107,377,529,458,94,525,4,2,6,No
316,Ciudad C,Residencial,4,2398,3991,2218,2389,3321,2666,336,559,311,334,465,373,1,0,7,No
317,Ciudad B,Comercial,1,2808,3924,3890,3049,1801,2296,393,549,545,427,252,321,2,2,6,Si
318,Ciudad A,Residencial,4,3763,3737,3376,1607,906,1263,527,523,473,225,127,177,1,1,5,No
319,Ciudad C,Comercial,4,3136,2214,785,2125,3254,1644,439,310,110,298,456,230,0,0,5,No
320,Ciudad B,Residencial,1,3417,2165,1156,1461,2003,2696,478,303,162,205,280,377,1,0,6,Si
321,Ciudad A,Residencial,3,1829,1940,3464,2398,3620,3631,256,272,485,336,507,508,1,1,5,No
322,Ciudad C,Comercial,3,3424,2674,3596,1985,2719,1618,479,374,503,278,381,227,0,1,6,No
323,Ciudad A,Residencial,3,3636,662,1364,737,1048,1940,509,93,191,103,147,272,0,0,5,No
324,Ciudad A,Residencial,3,2646,805,2832,1282,1740,2048,370,113,396,179,244,287,1,0,7,No
325,Ciudad A,Residencial,2,3070,723,2472,1658,1377,3381,430,101,346,232,193,473,2,0,6,Si
326,Ciudad A,Comercial,4,3672,3294,1834,3527,3023,625,514,461,257,494,423,88,1,1,5,No
327,Ciudad B,Residencial,1,1264,3335,2458,663,1832,2856,177,467,344,93,256,400,2,0,7,Si
328,Ciudad A,Residencial,3,3531,2316,1210,1848,740,894,494,324,169,259,104,125,1,0,7,No
329,Ciudad C,Comercial,4,1635,2806,1765,3772,898,779,229,393,247,528,126,109,0,1,6,No
330,Ciudad B,Residencial,1,1504,3186,1999,2888,3283,3071,211,446,280,404,460,430,1,1,5,Si
331,Ciudad A,Comercial,2,1126,3393,590,2782,3191,3388,158,475,83,389,447,474,1,0,5,No
332,Ciudad C,Residencial,2,3111,3069,3377,3712,1464,1773,436,430,473,520,205,248,3,2,5,Si
333,Ciudad B,Residencial,3,1844,1167,1641,3704,1756,3634,258,163,230,519,246,509,1,0,7,No
334,Ciudad A,Comercial,1,3772,3261,2957,2962,862,1927,528,457,414,415,121,270,0,1,7,Si
335,Ciudad C,Residencial,2,599,3949,1970,856,2216,1156,84,553,276,120,310,162,4,2,7,Si
336,Ciudad A,Residencial,4,1633,3342,2934,866,2358,2027,229,468,411,121,330,284,0,0,5,No
337,Ciudad A,Residencial,2,1194,3682,3525,3193,1506,552,167,515,494,447,211,77,4,2,7,Si
338,Ciudad A,Comercial,3,1560,2289,2043,1110,2888,1304,218,320,286,155,404,183,0,1,7,No
339,Ciudad A,Residencial,3,1342,2788,3327,869,1562,561,188,390,466,122,219,79,1,1,5,No
340,Ciudad B,Residencial,1,1340,3835,3657,3485,982,2599,188,537,512,488,137,364,4,2,6,Si
341,Ciudad A,Comercial,2,2763,3629,1963,1713,644,2630,387,508,275,240,90,368,0,0,0,No
342,Ciudad C,Residencial,1,1235,711,3772,2389,1606,2445,173,100,528,334,225,342,2,1,3,Si
343,Ciudad B,Comercial,2,3738,2239,2797,3709,2192,3969,523,313,392,519,307,556,1,1,0,No
344,Ciudad A,Residencial,1,3669,3645,952,1596,3844,988,514,510,133,223,538,138,0,3,2,Si
345,Ciudad C,Residencial,1,2085,670,2483,1945,1991,3553,292,94,348,272,279,497,1,2,3,Si
346,Ciudad B,Comercial,4,2652,1045,1412,3550,564,1126,371,146,198,497,79,158,0,1,1,No
347,Ciudad A,Residencial,1,2218,1807,2611,2328,3110,3804,311,253,366,326,435,533,2,3,3,Si
348,Ciudad C,Residencial,4,697,2504,3797,568,2962,3027,98,351,532,80,415,424,0,1,0,No
349,Ciudad A,Residencial,3,2377,2200,2564,2537,3987,3132,333,308,359,355,558,438,0,0,0,No
350,Ciudad A,Comercial,2,923,2820,3231,3527,2880,2317,129,395,452,494,403,324,3,1,3,Si
351,Ciudad A,Residencial,3,3544,748,3861,2700,1827,3297,496,105,541,378,256,462,0,0,1,No
352,Ciudad A,Residencial,1,2603,1915,1433,1717,2919,3139,364,268,201,240,409,439,1,1,3,Si
353,Ciudad B,Comercial,4,2991,3702,1457,1720,1457,1622,419,518,204,241,204,227,0,1,1,No
354,Ciudad A,Residencial,1,2769,2187,914,641,1355,3576,388,306,128,90,190,501,4,3,1,Si
355,Ciudad C,Comercial,1,2017,1664,701,783,827,2960,282,233,98,110,116,414,3,0,0,Si
356,Ciudad B,Residencial,3,904,925,3576,1322,537,2645,127,130,501,185,75,370,0,1,1,No
357,Ciudad A,Residencial,1,603,2366,1897,3474,3646,1164,84,331,266,486,510,163,2,3,0,Si
358,Ciudad C,Comercial,4,767,2870,2473,2305,811,2225,107,402,346,323,114,312,0,0,0,No
359,Ciudad B,Residencial,4,3080,3924,3588,2647,3121,1994,431,549,502,371,437,279,1,0,0,No
360,Ciudad A,Residencial,1,2726,1623,3673,2681,1234,3604,382,227,514,375,173,505,4,2,3,Si
361,Ciudad C,Residencial,3,3968,2416,2768,3863,1233,2462,556,338,388,541,173,345,0,1,0,No
362,Ciudad A,Comercial,3,1220,3463,525,3017,932,2974,171,485,74,422,130,416,4,3,2,No
363,Ciudad A,Residencial,3,718,1007,2578,2714,647,3641,101,141,361,380,91,510,1,1,0,No
364,Ciudad A,Residencial,2,1614,1726,3482,3106,3287,1731,226,242,487,435,460,242,2,0,0,Si
365,Ciudad A,Comercial,1,3970,1577,3416,2445,2453,1417,556,221,478,342,343,198,3,1,2,Si
366,Ciudad B,Residencial,3,3271,3858,3515,1791,802,2868,458,540,492,251,112,402,1,0,0,No
367,Ciudad A,Comercial,1,2938,3535,3683,3144,2299,913,411,495,516,440,322,128,4,0,0,Si
368,Ciudad C,Residencial,3,2843,2112,3309,1070,1010,3476,398,296,463,150,141,487,1,1,0,No
369,Ciudad B,Residencial,2,742,1972,2690,1253,1335,3996,104,276,377,175,187,559,0,0,1,No
370,Ciudad A,Comercial,3,2426,3394,2071,3093,2311,2990,340,475,290,433,324,419,0,1,0,No
371,Ciudad C,Residencial,2,1383,664,3110,3759,3016,599,194,93,435,526,422,84,1,1,1,No
372,Ciudad B,Residencial,1,962,2641,1250,2177,3764,894,135,370,175,305,527,125,1,2,3,Si
373,Ciudad A,Residencial,2,3850,1112,3078,3794,3734,3881,539,156,431,531,523,543,1,1,0,No
374,Ciudad C,Comercial,1,3444,3423,940,3855,973,628,482,479,132,540,136,88,4,0,3,Si
375,Ciudad A,Residencial,2,2002,1644,1087,1878,1409,2043,280,230,152,263,197,286,1,3,2,Si
376,Ciudad A,Residencial,4,3881,669,3015,2390,1726,1983,543,94,422,335,242,278,1,0,0,No
377,Ciudad A,Comercial,2,3958,2488,2038,2723,2475,3845,554,348,285,381,347,538,2,2,2,Si
378,Ciudad A,Residencial,3,704,2606,2148,2258,3779,1468,99,365,301,316,529,206,1,1,0,No
379,Ciudad B,Comercial,3,1652,2216,2473,2386,713,3440,231,310,346,334,100,482,0,0,1,No
380,Ciudad A,Residencial,1,952,3612,1147,616,732,1272,133,506,161,86,102,178,0,0,0,Si
381,Ciudad C,Residencial,4,2712,1678,3206,1039,1865,2912,380,235,449,145,261,408,0,0,1,No
382,Ciudad B,Comercial,2,2715,3472,3658,2382,942,975,380,486,512,333,132,137,4,2,1,Si
383,Ciudad A,Residencial,4,3303,2837,3542,3861,2319,1127,462,397,496,541,325,158,1,1,0,No
384,Ciudad C,Residencial,1,2908,3317,2636,2170,1034,2635,407,464,369,304,145,369,3,1,0,Si
385,Ciudad B,Residencial,2,1207,2027,3911,1530,2599,3116,169,284,548,214,364,436,4,3,1,Si
386,Ciudad A,Comercial,2,3700,705,1973,856,715,2894,518,99,276,120,100,405,1,1,1,No
387,Ciudad C,Residencial,1,2162,2347,3477,2114,1938,745,303,329,487,296,271,104,4,0,0,Si
388,Ciudad A,Residencial,2,2179,1989,948,1273,3112,3887,305,278,133,178,436,544,1,1,0,No
389,Ciudad A,Comercial,2,2124,3216,1132,660,1445,3528,297,450,158,92,202,494,1,1,1,No
390,Ciudad A,Residencial,3,506,1267,3416,663,2233,1290,71,177,478,93,313,181,4,0,0,No
391,Ciudad A,Comercial,3,3297,3752,2458,1900,2140,623,462,525,344,266,300,87,0,10,0,No
392,Ciudad B,Residencial,1,3703,2277,3278,1001,1359,2295,518,319,459,140,190,321,4,10,3,Si
393,Ciudad A,Residencial,2,1726,3695,1114,3359,3519,3719,242,517,156,470,493,521,1,9,0,No
394,Ciudad C,Comercial,1,1585,2392,2096,736,1497,3880,222,335,293,103,210,543,0,8,1,Si
395,Ciudad B,Residencial,3,3999,2491,3266,3739,3000,1753,560,349,457,523,420,245,2,9,0,No
396,Ciudad A,Residencial,2,3031,1563,863,3079,835,1185,424,219,121,431,117,166,1,10,0,No
397,Ciudad C,Residencial,2,2626,3606,1444,1324,2163,1987,368,505,202,185,303,278,3,10,0,Si
398,Ciudad B,Comercial,3,3765,517,1758,3795,2498,821,527,72,246,531,350,115,0,7,1,No
399,Ciudad A,Residencial,4,1188,2332,829,3227,1287,3917,166,326,116,452,180,548,0,5,0,No
400,Ciudad C,Residencial,1,1845,3919,2113,1164,1441,1862,258,549,296,163,202,261,1,5,2,Si
401,Ciudad A,Comercial,2,2797,1962,3821,3220,1769,2166,392,275,535,451,248,303,0,10,0,No
402,Ciudad A,Residencial,3,2846,2711,1419,3516,1326,3823,398,380,199,492,186,535,2,6,2,No
403,Ciudad A,Comercial,2,2157,3210,1465,2572,2939,3362,302,449,205,360,411,471,1,7,1,No
404,Ciudad A,Residencial,2,540,1190,510,1471,730,1221,76,167,71,206,102,171,2,9,1,Si
405,Ciudad B,Residencial,3,2427,2132,2456,3552,3958,3382,340,298,344,497,554,473,2,8,1,No
406,Ciudad A,Comercial,2,2837,1175,2005,589,3970,1986,397,165,281,82,556,278,0,7,0,No
407,Ciudad C,Residencial,3,2993,1155,929,1374,3621,1383,419,162,130,192,507,194,4,10,0,No
408,Ciudad B,Residencial,4,2128,3935,802,651,872,3880,298,551,112,91,122,543,1,10,1,No
409,Ciudad A,Residencial,3,2989,1421,670,3527,2059,3824,418,199,94,494,288,535,0,7,1,No
410,Ciudad C,Comercial,1,2938,2975,3353,3638,1831,503,411,417,469,509,256,70,0,5,2,Si
411,Ciudad B,Residencial,2,1711,1978,3660,2333,935,3862,240,277,512,327,131,541,1,10,1,No
412,Ciudad A,Residencial,2,3600,1334,1670,1364,946,2708,504,187,234,191,132,379,2,5,1,Si
413,Ciudad C,Comercial,2,3531,3871,2483,1906,583,2789,494,542,348,267,82,390,1,5,1,No
414,Ciudad A,Residencial,3,533,1626,2937,2992,697,2650,75,228,411,419,98,371,0,7,1,No
415,Ciudad A,Comercial,2,1096,1937,1861,1365,1773,2822,153,271,261,191,248,395,0,7,1,Si
416,Ciudad A,Residencial,3,1295,1820,2914,1602,1903,3650,181,255,408,224,266,511,1,8,1,No
417,Ciudad A,Residencial,2,3934,1664,2397,1470,3264,827,551,233,336,206,457,116,3,7,2,Si
418,Ciudad B,Comercial,2,3117,2092,2496,1922,582,2456,436,293,349,269,81,344,0,7,0,No
419,Ciudad A,Residencial,2,3012,3692,2144,2800,3894,1718,422,517,300,392,545,241,1,7,1,No
420,Ciudad C,Residencial,2,3892,2290,3638,1914,1161,3936,545,321,509,268,163,551,2,5,2,Si
421,Ciudad B,Residencial,2,3963,2116,2143,1616,2381,710,555,296,300,226,333,99,0,7,0,No
422,Ciudad A,Comercial,2,2866,1963,3179,770,2130,2177,401,275,445,108,298,305,2,6,3,Si
423,Ciudad C,Residencial,2,667,1237,3459,2215,944,3949,93,173,484,310,132,553,0,9,0,No
424,Ciudad B,Residencial,1,2119,3331,1158,2205,2753,2860,297,466,162,309,385,400,1,7,2,Si
425,Ciudad A,Comercial,1,1756,531,2325,1188,1802,1789,246,74,326,166,252,250,3,9,1,Si
426,Ciudad C,Residencial,3,2900,2167,3859,604,2071,1464,406,303,540,85,290,205,1,10,1,No
427,Ciudad A,Comercial,3,704,530,2180,3573,1209,1493,99,74,305,500,169,209,1,6,2,No
428,Ciudad A,Residencial,3,1606,2242,3188,3197,3742,3039,225,314,446,448,524,425,0,8,0,No
429,Ciudad A,Residencial,2,2652,2471,542,3440,891,3784,371,346,76,482,125,530,0,9,1,No
430,Ciudad A,Comercial,2,3538,1124,596,604,668,2552,495,157,83,85,94,357,1,7,2,Si
431,Ciudad B,Residencial,2,1437,740,651,670,3320,1680,201,104,91,94,465,235,0,8,0,No
432,Ciudad A,Residencial,2,510,1051,2418,847,1533,1810,71,147,339,119,215,253,3,5,3,Si
433,Ciudad C,Residencial,2,2006,3590,2431,3400,2136,826,281,503,340,476,299,116,0,8,0,No
434,Ciudad B,Comercial,2,3988,2816,1266,1645,3078,1300,558,394,177,230,431,182,2,8,2,Si
435,Ciudad A,Residencial,1,2336,580,3221,3616,2177,1004,327,81,451,506,305,141,0,10,1,Si
436,Ciudad C,Residencial,2,791,985,2260,704,2259,1731,111,138,316,99,316,242,0,7,0,No
437,Ciudad B,Comercial,1,771,500,955,3527,2763,3221,108,70,134,494,387,451,2,7,3,Si
438,Ciudad A,Residencial,3,2543,792,3231,3372,3771,3325,356,111,452,472,528,466,0,8,0,No
439,Ciudad C,Comercial,2,2088,2512,3015,2206,978,1224,292,352,422,309,137,171,0,7,0,No
440,Ciudad A,Residencial,1,2045,1440,1460,2356,2001,2238,286,202,204,330,280,313,2,7,1,Si
441,Ciudad A,Residencial,3,2466,2981,1200,1033,1769,3336,345,417,168,145,248,467,0,7,1,No
442,Ciudad A,Comercial,2,1697,1640,2986,2478,3771,3070,238,230,418,347,528,430,1,10,1,Si
443,Ciudad A,Residencial,2,3921,2751,3678,2446,2410,739,549,385,515,342,337,103,0,9,0,No
444,Ciudad B,Residencial,1,3293,1192,3366,3878,909,1185,461,167,471,543,127,166,3,10,3,Si
445,Ciudad A,Residencial,1,3672,1139,2122,1757,2641,2029,514,159,297,246,370,284,4,6,1,Si
446,Ciudad C,Comercial,2,2773,1249,1838,1351,1071,3355,388,175,257,189,150,470,0,7,0,No
447,Ciudad B,Residencial,1,1127,2230,3140,1648,824,2956,158,312,440,231,115,414,2,9,1,Si
448,Ciudad A,Residencial,4,2386,1982,1830,1591,3584,3654,334,277,256,223,502,512,1,8,0,No
449,Ciudad C,Comercial,4,2631,696,876,2826,3440,3388,368,97,123,396,482,474,1,7,0,No
450,Ciudad B,Residencial,1,593,1665,1507,2254,1091,1315,83,233,211,316,153,184,0,8,1,Si
451,Ciudad A,Comercial,4,3698,1460,649,608,2589,1695,518,204,91,85,362,237,0,10,0,No
452,Ciudad C,Residencial,1,2161,1385,3019,702,2773,825,303,194,423,98,388,116,4,5,2,Si
453,Ciudad A,Residencial,2,3001,2523,1163,2690,1025,3182,420,353,163,377,144,445,1,8,1,No
454,Ciudad A,Comercial,2,1029,2023,2752,2641,3715,965,144,283,385,370,520,135,4,8,1,Si
455,Ciudad A,Residencial,2,3374,1155,1953,1497,3386,1059,472,162,273,210,474,148,1,6,2,Si
456,Ciudad A,Residencial,3,3644,752,2366,2014,842,1675,510,105,331,282,118,235,0,5,0,No
457,Ciudad B,Residencial,1,1881,3424,3391,3951,1356,2368,263,479,475,553,190,332,1,10,2,Si
458,Ciudad A,Comercial,3,2016,1966,3508,2762,1122,622,282,275,491,387,157,87,0,7,1,No
459,Ciudad C,Residencial,2,751,1036,2625,577,2779,1673,105,145,368,81,389,234,0,5,0,No
460,Ciudad B,Residencial,3,2586,1615,1965,3191,2000,3164,362,226,275,447,280,443,0,8,1,No
461,Ciudad A,Comercial,2,2016,1548,857,550,2358,2605,282,217,120,77,330,365,0,7,0,No
462,Ciudad C,Residencial,1,1743,1795,1808,1568,3116,2872,244,251,253,220,436,402,0,7,1,Si
463,Ciudad B,Comercial,4,2088,2789,2838,2177,2631,2890,292,390,397,305,368,405,1,8,0,No
464,Ciudad A,Residencial,2,3019,2128,3646,3507,3659,3899,423,298,510,491,512,546,4,6,3,Si
465,Ciudad C,Residencial,3,3192,1943,2552,2049,1659,3493,447,272,357,287,232,489,4,8,1,No
466,Ciudad A,Comercial,2,2378,2045,2856,2598,3852,527,333,286,400,364,539,74,1,6,1,No
467,Ciudad A,Residencial,2,3389,2854,1559,2890,3385,1081,474,400,218,405,474,151,3,5,0,Si
468,Ciudad A,Residencial,3,2972,987,1999,3197,3783,1009,416,138,280,448,530,141,1,6,1,No
469,Ciudad A,Residencial,3,1243,2818,966,836,1958,1678,174,395,135,117,274,235,0,7,1,No
470,Ciudad B,Comercial,2,3772,1797,2761,1924,829,1325,528,252,387,269,116,186,3,9,3,Si
471,Ciudad A,Residencial,4,2742,1010,2749,1134,1437,3198,384,141,385,159,201,448,0,5,1,No
472,Ciudad C,Residencial,2,2338,2288,1964,3581,3091,526,327,320,275,501,433,74,1,9,2,Si
473,Ciudad B,Comercial,3,558,2138,2112,629,1584,1179,78,299,296,88,222,165,0,5,1,No
474,Ciudad A,Residencial,1,1207,3310,3467,3966,3773,2445,169,463,485,555,528,342,1,7,0,Si
475,Ciudad C,Comercial,2,2981,1778,3269,777,2737,2039,417,249,458,109,383,285,3,0,2,Si
476,Ciudad B,Residencial,4,1363,649,1522,2703,935,2579,191,91,213,378,131,361,0,0,0,No
477,Ciudad A,Residencial,3,3562,621,2700,1570,3048,3254,499,87,378,220,427,456,3,1,1,No
478,Ciudad C,Comercial,4,3161,1135,2933,876,907,1497,443,159,411,123,127,210,0,1,1,No
479,Ciudad A,Residencial,4,2891,2677,3972,3715,3956,800,405,375,556,520,554,112,1,0,0,No
480,Ciudad A,Residencial,2,3389,1756,1085,2394,876,2158,474,246,152,335,123,302,3,1,1,Si
481,Ciudad A,Residencial,2,2923,1967,3588,2559,845,3030,409,275,502,358,118,424,0,1,1,No
482,Ciudad A,Comercial,3,1099,2003,1556,2881,3148,3650,154,280,218,403,441,511,2,1,1,No
483,Ciudad B,Residencial,2,1611,1972,3379,3904,2449,1382,226,276,473,547,343,193,1,1,0,No
484,Ciudad A,Residencial,2,3379,961,2499,1208,1364,2036,473,135,350,169,191,285,0,3,0,Si
485,Ciudad C,Comercial,1,1648,1149,3942,2164,609,1606,231,161,552,303,85,225,4,0,0,Si
486,Ciudad B,Residencial,3,3131,1616,1727,3864,1888,1197,438,226,242,541,264,168,0,0,0,No
487,Ciudad A,Comercial,3,3027,967,1323,3477,3402,2430,424,135,185,487,476,340,0,1,1,No
488,Ciudad C,Residencial,3,3819,2877,2313,1527,1880,758,535,403,324,214,263,106,1,1,1,No
489,Ciudad B,Residencial,4,2991,2549,3957,3778,3922,1296,419,357,554,529,549,181,1,0,1,No
490,Ciudad A,Comercial,3,3777,2294,3956,2252,2533,599,529,321,554,315,355,84,1,0,0,No
491,Ciudad C,Residencial,2,2533,794,3266,1801,1945,3194,355,111,457,252,272,447,1,1,1,No
492,Ciudad A,Residencial,1,2095,1260,3359,3741,1473,3934,293,176,470,524,206,551,4,2,2,Si
493,Ciudad A,Residencial,4,1828,2262,2999,2237,2825,3277,256,317,420,313,396,459,0,0,0,No
494,Ciudad A,Comercial,2,2955,3814,549,2075,2827,846,414,534,77,291,396,118,1,2,3,Si
495,Ciudad A,Residencial,2,3873,3675,2662,2631,2303,3837,542,515,373,368,322,537,0,0,1,Si
496,Ciudad B,Residencial,2,1976,2247,3295,2521,2114,3750,277,315,461,353,296,525,1,1,0,No
497,Ciudad A,Comercial,2,2748,684,3025,3980,1032,1963,385,96,424,557,144,275,1,1,3,Si
498,Ciudad C,Residencial,4,2759,3055,1919,1673,1084,2101,386,428,269,234,152,294,0,1,1,No
499,Ciudad B,Comercial,2,1296,2274,2203,3882,2095,1030,181,318,308,543,293,144,0,1,0,No
500,Ciudad A,Residencial,3,2263,1419,3913,1922,3911,3804,317,199,548,269,548,533,0,3,3,No
501,Ciudad C,Residencial,2,2274,3543,2173,3277,2559,1451,318,496,304,459,358,203,0,1,0,No
502,Ciudad B,Comercial,1,3359,2244,2415,1283,1591,1126,470,314,338,180,223,158,3,0,0,Si
503,Ciudad A,Residencial,3,1644,2704,2087,3427,3612,883,230,379,292,480,506,124,1,0,0,No
504,Ciudad C,Residencial,3,1668,3231,541,1986,2169,3946,234,452,76,278,304,552,3,0,0,No
505,Ciudad A,Residencial,2,2516,1433,2603,835,3386,1874,352,201,364,117,474,262,3,2,0,Si
