Ubicacion,Tipo_Propiedad,Consumo_Enero,Consumo_Febrero,Consumo_Marzo,Consumo_Abril,Consumo_Mayo,Consumo_Junio,Pago_Enero,Pago_Febrero,Pago_Marzo,Pago_Abril,Pago_Mayo,Pago_Junio,Facturas_Atrasadas,Inspecciones,Reclamos
3,1,1537,1438,2967,3089,4062,2571,215,201,415,432,569,360,0,3,3
1,1,4450,3165,4038,5022,4387,2782,623,443,565,703,614,389,3,0,1
0,0,1563,3943,4068,1954,1974,947,219,552,570,274,276,133,1,3,1
1,0,2382,1478,3809,2411,1706,1782,333,207,533,338,239,249,1,0,1
1,1,807,1140,2421,5020,2892,2087,113,160,339,703,405,292,2,2,4
1,0,752,5253,3315,1085,3751,2220,105,735,464,152,525,311,0,0,2
2,1,3253,2412,2495,3656,4997,5161,455,338,349,512,700,723,1,4,3
0,1,914,3249,5206,1781,4020,638,128,455,729,249,563,89,0,4,2
0,0,2767,1451,4339,5376,1626,2401,387,203,607,753,228,336,3,2,4
2,1,2089,2803,2581,4237,5092,1463,292,392,361,593,713,205,4,0,4
0,1,1241,2510,4600,2924,1547,1713,174,351,644,409,217,240,1,4,0
0,0,3409,1797,3790,1806,908,5382,477,252,531,253,127,753,4,2,1
2,1,4008,2349,1444,2586,1812,3354,561,329,202,362,254,470,1,2,1
2,1,3725,1567,809,2239,3846,778,522,219,113,313,538,109,0,2,1
2,0,2570,727,4583,2694,2083,4418,360,102,642,377,292,619,2,3,3
1,0,4049,4329,4524,532,4747,2080,567,606,633,74,665,291,4,4,0
0,1,4220,2187,2079,4122,3844,2774,591,306,291,577,538,388,0,3,1
2,1,4426,3247,1516,692,4955,1377,620,455,212,97,694,193,4,4,3
2,0,2419,2902,3278,2287,4120,3967,339,406,459,320,577,555,2,0,2
2,0,5488,5228,1167,4830,1008,2889,768,732,163,676,141,404,4,4,3
0,0,3166,1801,4396,3505,1274,1299,443,252,615,491,178,182,1,3,4
1,1,878,1746,4963,1860,971,2225,123,244,695,260,136,312,1,0,3
2,1,2326,857,2195,1268,2949,3380,326,120,307,178,413,473,1,2,2
3,1,3921,3289,944,2723,3060,2716,549,460,132,381,428,380,3,0,4
3,1,1669,1698,2209,735,3243,4330,234,238,309,103,454,606,4,3,0
2,1,2967,1174,1399,3319,710,2462,415,164,196,465,99,345,3,0,1
2,0,654,2119,3127,2416,884,3959,92,297,438,338,124,554,1,2,1
0,1,1705,4987,3274,2759,504,3299,239,698,458,386,71,462,0,4,4
1,1,3946,2471,3950,4265,4159,3251,552,346,553,597,582,455,2,3,4
1,0,4545,1283,2446,5463,920,4530,636,180,342,765,129,634,2,0,4
3,1,1005,3534,2043,4759,3924,4886,141,495,286,666,549,684,4,0,3
3,0,1159,2365,2954,854,790,2608,162,331,414,120,111,365,4,4,0
3,1,1695,688,527,842,5294,4162,237,96,74,118,741,583,0,0,2
3,1,4738,1983,2112,4641,2990,2461,663,278,296,650,419,345,1,3,2
3,1,4930,1696,1115,5048,4671,3609,690,237,156,707,654,505,0,3,3
2,0,1320,3849,2675,4968,4085,1835,185,539,375,696,572,257,0,3,3
0,1,5286,3200,658,1589,2377,1841,740,448,92,222,333,258,0,1,2
3,1,1055,2230,1584,4185,3182,3369,148,312,222,586,445,472,3,4,2
0,1,2706,5107,4622,2704,4958,5390,379,715,647,379,694,755,1,4,0
0,0,1906,852,4528,621,4240,548,267,119,634,87,594,77,4,4,0
0,1,783,2439,4408,2306,700,5324,110,341,617,323,98,745,0,4,2
0,1,2485,2327,2617,1955,4721,3412,348,326,366,274,661,478,3,1,1
0,1,2125,1833,3640,2666,1929,2613,298,257,510,373,270,366,0,3,3
3,0,558,3392,2875,2695,3666,5163,78,475,403,377,513,723,1,4,1
1,1,1623,2458,1707,5457,2244,582,227,344,239,764,314,81,2,2,2
3,1,2297,3101,4656,1476,3734,3140,322,434,652,207,523,440,1,3,4
0,0,2254,2597,2544,2993,605,5476,316,364,356,419,85,767,4,3,0
2,0,5222,3521,3495,1641,2765,3809,731,493,489,230,387,533,0,4,1
1,0,1226,5291,5003,2922,1529,1312,172,741,700,409,214,184,3,1,3
1,0,2355,3689,4087,3248,3134,5273,330,516,572,455,439,738,4,3,4
1,1,3093,5382,3871,2912,4959,3759,433,753,542,408,694,526,2,3,4
2,0,1141,5384,4027,2655,608,1184,160,754,564,372,85,166,0,0,3
1,1,1219,4026,1757,2651,2005,5377,171,564,246,371,281,753,2,4,3
0,0,2481,1063,2509,1107,5134,1274,347,149,351,155,719,178,1,3,1
3,1,3241,2742,3438,1456,4665,3581,454,384,481,204,653,501,1,0,0
1,1,1038,1715,5462,5340,1585,3677,145,240,765,748,222,515,2,4,3
2,1,2468,756,3358,1439,1798,591,346,106,470,201,252,83,3,3,1
1,0,3043,2050,5238,1148,660,1383,426,287,733,161,92,194,0,3,3
1,1,2636,2733,4795,654,3468,4170,369,383,671,92,486,584,4,2,4
1,1,910,2339,5307,1460,718,972,127,327,743,204,101,136,4,4,2
0,1,4449,3340,1539,2632,685,4374,623,468,215,368,96,612,0,0,1
3,1,868,2224,2194,2601,4815,735,122,311,307,364,674,103,1,2,3
0,0,4929,4592,1091,3127,2699,2813,690,643,153,438,378,394,4,2,3
1,0,1201,1088,1858,4987,3200,2159,168,152,260,698,448,302,3,2,3
3,0,4597,1687,824,5157,2981,2981,644,236,115,722,417,417,1,1,3
3,0,4475,3057,4884,2752,2520,953,627,428,684,385,353,133,1,0,1
2,1,2539,4503,5336,3973,1624,2641,355,630,747,556,227,370,3,4,1
1,1,2578,4214,3771,5214,4658,3139,361,590,528,730,652,439,2,0,4
3,1,4787,1410,1488,4096,4331,1603,670,197,208,573,606,224,0,0,0
1,1,3435,2603,5147,2533,1918,1452,481,364,721,355,269,203,3,2,1
1,1,1208,675,935,574,4433,660,169,95,131,80,621,92,2,1,3
2,0,5403,1913,4902,2667,759,864,756,268,686,373,106,121,1,3,0
2,1,4341,1931,795,5487,3930,1711,608,270,111,768,550,240,4,4,4
1,0,4307,3291,1729,4155,1595,1009,603,461,242,582,223,141,4,2,3
3,1,2427,5316,3452,3178,2804,4560,340,744,483,445,393,638,4,2,4
1,1,3280,4528,2216,1547,3615,1988,459,634,310,217,506,278,1,0,2
1,0,4483,4562,2488,5389,4934,5245,628,639,348,754,691,734,1,1,0
2,1,3270,2586,5163,4474,3646,1893,458,362,723,626,510,265,4,1,4
0,0,605,2617,4629,3374,4650,1822,85,366,648,472,651,255,2,0,1
0,1,990,2633,2303,3536,2549,953,139,369,322,495,357,133,4,1,2
2,1,1923,4981,3606,768,4330,2851,269,697,505,108,606,399,1,2,1
2,0,1740,3592,1571,3220,4829,613,244,503,220,451,676,86,3,4,2
2,1,574,4056,5469,4608,1612,875,80,568,766,645,226,123,3,0,3
0,0,3120,2485,3245,1727,1964,5057,437,348,454,242,275,708,0,2,2
2,0,705,1679,1862,5226,3100,4502,99,235,261,732,434,630,2,0,4
0,1,1343,656,4371,1341,2697,1524,188,92,612,188,378,213,3,0,4
0,1,4301,4942,1076,1582,4547,4315,602,692,151,221,637,604,3,0,0
3,0,4930,2427,882,4936,3670,4375,690,340,123,691,514,613,1,0,4
2,0,832,1165,1555,3249,520,3852,116,163,218,455,73,539,4,1,4
0,0,4478,939,5032,1931,5383,2835,627,131,704,270,754,397,2,4,1
0,1,2986,1197,2477,3287,5245,1522,418,168,347,460,734,213,3,0,0
2,1,4102,4567,3551,4372,1133,2622,574,639,497,612,159,367,3,2,4
3,1,1835,3877,4497,4416,3708,2088,257,543,630,618,519,292,2,0,1
0,1,2597,2572,851,1573,1737,2152,364,360,119,220,243,301,1,1,0
2,1,4562,3530,3155,4631,4023,910,639,494,442,648,563,127,1,4,1
2,0,1426,3289,1676,4049,1107,2399,200,460,235,567,155,336,3,3,3
1,0,3696,990,516,2422,3545,2561,517,139,72,339,496,359,0,2,4
3,1,1335,3565,4862,3935,2392,1175,187,499,681,551,335,165,2,0,2
1,0,3871,1128,2123,4095,3894,1121,542,158,297,573,545,157,4,1,4
3,0,1628,3749,1737,2735,4381,867,228,525,243,383,613,121,3,0,4
0,0,4939,3876,1549,5089,2713,1391,691,543,217,712,380,195,3,2,0
1,1,4483,1750,847,3903,3338,4512,628,245,119,546,467,632,1,3,1
3,0,548,1048,3598,1492,697,2016,77,147,504,209,98,282,0,1,2
0,1,2633,3019,972,1064,4466,1962,369,423,136,149,625,275,4,4,1
2,1,5093,4070,5067,3685,4205,2248,713,570,709,516,589,315,4,4,0
2,1,4724,5238,1201,1053,3269,5112,661,733,168,147,458,716,1,1,2
1,0,4581,2123,2531,566,5344,1105,641,297,354,79,748,155,4,0,3
0,1,1219,1931,5433,773,558,4695,171,270,761,108,78,657,0,4,1
2,0,3733,1482,2612,5025,4547,5292,523,207,366,704,637,741,1,3,1
3,0,5231,2576,5206,4093,2714,4574,732,361,729,573,380,640,1,1,1
1,1,2984,1656,3182,1601,3154,1258,418,232,445,224,442,176,1,3,0
3,1,1466,1691,5388,3516,4282,1845,205,237,754,492,599,258,1,0,4
3,1,3143,1121,3953,3452,3955,2093,440,157,553,483,554,293,0,2,3
0,1,2799,2038,970,986,2118,1182,392,285,136,138,297,165,4,2,3
3,0,2153,1339,5397,2649,5481,5235,301,187,756,371,767,733,3,0,2
2,1,576,4168,1400,1231,5448,2553,81,584,196,172,763,357,0,0,3
1,1,5231,4617,3991,3343,1131,2345,732,646,559,468,158,328,2,1,2
0,1,727,908,2500,4084,5061,4173,102,127,350,572,709,584,0,4,0
1,0,3632,3930,1053,1424,2622,1524,508,550,147,199,367,213,3,0,2
2,0,1126,3385,1910,1542,1741,5167,158,474,267,216,244,723,1,4,4
0,0,1757,4548,4674,2456,952,2254,246,637,654,344,133,316,1,1,0
1,1,3635,5304,5474,4713,5276,3558,509,743,766,660,739,498,2,3,3
1,1,2637,1940,5486,1466,1345,5480,369,272,768,205,188,767,2,0,1
0,1,4946,4717,1684,1556,1163,4368,692,660,236,218,163,612,4,0,1
1,1,826,2144,5314,2316,5100,2252,116,300,744,324,714,315,2,1,0
1,0,5284,2769,3727,3997,1332,4725,740,388,522,560,186,662,1,2,4
3,1,4711,598,2456,3863,5339,3831,660,84,344,541,747,536,1,0,0
2,1,2237,1272,4075,4208,5316,4317,313,178,571,589,744,604,3,3,2
3,0,611,3466,575,5254,4613,2463,86,485,81,736,646,345,2,4,0
1,0,2253,2120,971,2510,3625,4702,315,297,136,351,508,658,1,1,3
2,0,1657,1522,2622,4644,3012,689,232,213,367,650,422,96,2,0,4
3,0,1973,3373,550,5242,4773,1547,276,472,77,734,668,217,3,2,3
2,0,2575,1333,831,1355,760,893,361,187,116,190,106,125,1,2,0
1,1,4845,3819,4130,1535,3768,2581,678,535,578,215,528,361,0,0,1
3,0,641,3547,2050,4362,3023,4416,90,497,287,611,423,618,4,4,2
0,1,1533,502,3840,4388,2041,3932,215,70,538,614,286,550,2,3,1
0,0,769,4527,4893,1619,3087,5496,108,634,685,227,432,769,0,1,3
0,1,4543,1255,4242,763,3668,4871,636,176,594,107,514,682,0,0,2
3,1,5140,2281,1225,4491,1046,2043,720,319,172,629,146,286,4,2,1
3,1,2393,4508,1731,3019,1104,4255,335,631,242,423,155,596,0,4,2
3,1,3266,5134,3767,1399,4411,2972,457,719,527,196,618,416,3,3,4
1,1,2191,1163,1084,2218,1497,5242,307,163,152,311,210,734,1,2,2
0,0,3247,2001,1710,5150,4214,3660,455,280,239,721,590,512,0,3,0
1,0,2583,5439,3779,1250,2831,863,362,761,529,175,396,121,1,1,3
3,1,2011,2730,3286,5290,3211,774,282,382,460,741,450,108,4,1,2
3,1,4035,4439,4214,1334,3136,2700,565,621,590,187,439,378,0,1,1
1,1,1552,3174,4107,1648,533,3403,217,444,575,231,75,476,1,0,4
2,0,1912,4733,1191,4163,1948,4870,268,663,167,583,273,682,1,4,0
2,0,3238,1411,3710,2844,3778,3825,453,198,519,398,529,536,1,0,2
2,1,1016,3971,3917,2905,878,3956,142,556,548,407,123,554,2,3,1
3,1,3124,4750,4386,1183,1677,3776,437,665,614,166,235,529,2,4,4
3,0,2451,4329,5453,2883,4821,4610,343,606,763,404,675,645,3,0,0
2,1,2876,2711,3718,4575,2674,4368,403,380,521,641,374,612,2,0,4
0,0,845,2833,2161,2041,3752,727,118,397,303,286,525,102,1,0,0
3,0,667,1806,4870,2151,836,2042,93,253,682,301,117,286,2,4,0
2,0,4158,5458,1707,4076,1922,2701,582,764,239,571,269,378,2,2,4
3,1,2263,3301,3645,3185,692,4579,317,462,510,446,97,641,4,1,4
3,0,4522,3456,3347,4368,2381,4795,633,484,469,612,333,671,0,3,4
1,1,5336,4869,2174,2671,5259,4596,747,682,304,374,736,643,2,1,0
3,1,3555,1318,2976,4337,2836,4191,498,185,417,607,397,587,1,0,2
1,0,3466,2953,1780,2122,2852,4799,485,413,249,297,399,672,1,1,0
0,1,3472,1607,2131,3053,2531,3731,486,225,298,427,354,522,4,4,1
1,0,5340,2015,989,855,2766,1486,748,282,138,120,387,208,2,4,1
2,1,1211,721,4398,4797,5310,2810,170,101,616,672,743,393,0,4,4
1,0,4873,3705,4878,2664,5270,5135,682,519,683,373,738,719,0,2,4
2,1,1009,535,3789,1933,824,3411,141,75,530,271,115,478,3,1,1
1,0,4463,920,4739,593,4671,3675,625,129,663,83,654,515,1,2,2
2,1,5345,4605,2594,2040,3257,3646,748,645,363,286,456,510,0,2,4
0,0,3890,2404,2662,5376,1355,2702,545,337,373,753,190,378,3,2,4
3,0,1002,1045,1107,1849,4864,2342,140,146,155,259,681,328,0,0,1
3,1,3954,5367,1245,1719,1697,5168,554,751,174,241,238,724,1,1,1
3,1,4526,2995,2397,4620,3548,1261,634,419,336,647,497,177,3,2,0
3,0,1509,2834,3742,3931,4649,2765,211,397,524,550,651,387,3,0,2
1,1,2542,1254,3345,4397,4025,4165,356,176,468,616,564,583,4,0,1
1,0,2205,2342,2825,2103,3837,1572,309,328,396,294,537,220,1,2,2
3,0,2321,2730,1056,2798,5310,3654,325,382,148,392,743,512,3,3,0
3,1,1072,1981,2832,3883,4849,1778,150,277,396,544,679,249,1,1,4
3,0,1888,5310,5432,5365,5335,3190,264,743,760,751,747,447,2,0,3
0,0,4479,3206,4614,1893,3305,3576,627,449,646,265,463,501,1,3,0
2,0,4766,3909,3433,4853,1177,1855,667,547,481,679,165,260,1,1,3
3,1,4734,5189,4398,3020,762,1925,663,726,616,423,107,270,4,0,0
1,0,3485,2470,4293,4046,1096,1811,488,346,601,566,153,254,2,2,1
2,0,3420,1513,3583,4846,3318,4397,479,212,502,678,465,616,4,0,2
0,1,4471,5001,5110,3923,2076,1690,626,700,715,549,291,237,4,0,0
1,0,2059,1881,778,2469,3224,4843,288,263,109,346,451,678,2,1,1
0,1,749,3731,1798,1210,1477,3383,105,522,252,169,207,474,2,4,1
0,1,2851,4258,2300,670,4097,4003,399,596,322,94,574,560,0,2,1
1,1,4483,1945,4338,5181,4980,1046,628,272,607,725,697,146,3,2,2
1,1,2790,1400,2150,2232,4569,599,391,196,301,312,640,84,0,3,0
2,1,930,2607,4841,2327,4543,4862,130,365,678,326,636,681,1,4,4
3,1,3037,2727,1538,1066,3070,4873,425,382,215,149,430,682,0,1,4
0,0,635,958,1258,4182,4994,1657,89,134,176,585,699,232,3,0,2
0,0,5495,1186,2501,2433,2164,2545,769,166,350,341,303,356,2,2,3
1,0,4978,4501,3441,2793,1011,3295,697,630,482,391,142,461,2,2,2
2,1,2580,2326,901,1960,3755,770,361,326,126,274,526,108,1,0,3
1,0,1221,4456,4239,1417,3260,3818,171,624,593,198,456,535,2,0,3
0,1,2741,3617,4495,3767,1347,5263,384,506,629,527,189,737,3,4,3
1,0,2493,5043,1119,5147,3243,1169,349,706,157,721,454,164,1,1,0
2,1,2754,639,2310,2165,4780,4664,386,89,323,303,669,653,4,3,4
0,0,4932,2691,1313,598,3535,1886,690,377,184,84,495,264,3,2,1
2,1,3171,603,2952,2190,4312,5304,444,84,413,307,604,743,3,0,2
3,0,2063,4416,3781,4012,3755,5067,289,618,529,562,526,709,0,0,3
3,1,2525,1683,4307,5337,2269,1328,354,236,603,747,318,186,1,3,2
3,0,3291,4477,3869,4490,2520,1922,461,627,542,629,353,269,3,3,0
1,0,3418,989,5087,4590,3462,1330,479,138,712,643,485,186,0,1,1
0,0,2821,1855,5243,5221,3203,1963,395,260,734,731,448,275,0,1,4
1,1,2889,3842,633,1365,4274,5432,404,538,89,191,598,760,0,0,2
0,0,5297,4198,2348,3663,1298,3680,742,588,329,513,182,515,2,2,1
3,0,1993,1013,2538,3663,2551,4441,279,142,355,513,357,622,1,2,2
1,1,5223,2834,2369,1327,4447,2415,731,397,332,186,623,338,1,4,2
3,1,3942,3962,861,1884,2558,1487,552,555,121,264,358,208,3,3,3
3,0,2610,5486,2488,4256,681,3868,365,768,348,596,95,542,2,4,4
1,0,5351,3055,4673,3118,3188,1233,749,428,654,437,446,173,3,0,0
0,0,5046,5293,1046,2656,5303,2190,706,741,146,372,742,307,3,3,1
2,0,1219,1739,2209,4147,745,1881,171,243,309,581,104,263,0,0,3
2,0,1989,1506,3104,1120,779,3547,278,211,435,157,109,497,4,0,2
3,1,1753,4542,2158,2478,3708,3057,245,636,302,347,519,428,4,2,4
2,0,4329,5096,4114,2048,4713,1190,606,713,576,287,660,167,0,3,3
3,0,4608,2729,2215,3628,943,2650,645,382,310,508,132,371,0,2,2
2,0,1293,3438,2408,4402,5130,5076,181,481,337,616,718,711,0,1,0
0,1,4818,2172,4899,3421,2560,1689,675,304,686,479,358,236,2,1,4
0,1,1056,4254,3340,3256,1701,2460,148,596,468,456,238,344,4,0,3
0,0,4349,1859,4354,1321,3519,5117,609,260,610,185,493,716,3,4,2
0,0,2289,2553,2397,3762,5383,667,320,357,336,527,754,93,1,3,3
2,0,4711,1223,4666,4818,584,3004,660,171,653,675,82,421,2,0,2
0,0,1102,1619,1034,2880,3990,3737,154,227,145,403,559,523,1,3,4
1,0,5005,3510,1249,4082,1056,2170,701,491,175,571,148,304,0,2,2
3,1,1684,3552,3704,2965,925,1106,236,497,519,415,130,155,3,2,2
1,1,2747,1474,1563,3148,3758,5029,385,206,219,441,526,704,3,3,3
0,0,3641,5425,1402,3566,3413,852,510,760,196,499,478,119,3,0,4
0,1,509,5448,1872,2053,4057,3687,71,763,262,287,568,516,0,1,1
2,1,4031,1916,3138,5001,3664,2326,564,268,439,700,513,326,4,4,4
2,1,5359,1118,5191,2436,2967,1234,750,157,727,341,415,173,2,2,0
1,0,678,4337,2613,3824,4672,3561,95,607,366,535,654,499,4,3,1
1,0,2129,1441,4327,1208,3877,4952,298,202,606,169,543,693,0,1,4
2,0,3778,2204,2638,4598,2820,2695,529,309,369,644,395,377,2,4,2
1,1,3478,3250,1942,594,3888,1125,487,455,272,83,544,158,2,3,2
0,1,670,3432,563,3943,3620,4807,94,480,79,552,507,673,3,4,1
2,0,3352,3658,1830,2001,3733,2576,469,512,256,280,523,361,4,3,2
0,1,2066,4098,4382,3738,4722,1157,289,574,613,523,661,162,1,3,2
1,0,2012,3265,2992,2988,5396,1967,282,457,419,418,755,275,0,0,1
0,0,728,630,5266,2779,4252,2957,102,88,737,389,595,414,2,3,2
2,1,4694,4353,4827,1239,5121,3874,657,609,676,173,717,542,1,4,4
2,1,3939,4297,3624,5136,4896,4582,551,602,507,719,685,641,0,0,0
3,0,842,2405,1647,1622,2927,5481,118,337,231,227,410,767,0,2,2
2,1,4219,1824,4716,4769,2096,3988,591,255,660,668,293,558,3,1,1
1,1,3383,4710,4432,2365,5075,5381,474,659,620,331,711,753,0,3,3
3,1,5046,2420,5314,3687,3343,2724,706,339,744,516,468,381,0,0,4
1,1,1012,1747,1079,3688,623,1090,142,245,151,516,87,153,4,2,2
3,0,1669,1642,2032,773,4679,5309,234,230,284,108,655,743,2,4,1
3,0,2022,3040,4075,2120,4188,1596,283,426,571,297,586,223,2,4,3
3,0,1543,4653,2764,5441,5144,1852,216,651,387,762,720,259,1,0,4
2,1,778,876,3804,1081,1111,3373,109,123,533,151,156,472,3,3,1
0,0,1589,4575,4612,5477,3524,5038,222,641,646,767,493,705,2,4,3
2,0,2727,4208,4624,2893,1397,5309,382,589,647,405,196,743,0,0,4
3,1,1880,3909,4905,5361,3012,1318,263,547,687,751,422,185,1,4,1
3,0,5260,3463,541,1068,3223,4092,736,485,76,150,451,573,2,3,2
1,0,3691,1198,3605,2608,1533,2799,517,168,505,365,215,392,1,2,1
1,0,3587,4046,4072,1467,3696,5257,502,566,570,205,517,736,1,2,1
1,0,3013,4052,3077,2823,1822,550,422,567,431,395,255,77,1,0,4
3,0,4216,4256,1788,5183,4806,3866,590,596,250,726,673,541,2,2,1
3,1,2117,2498,2844,605,3148,5032,296,350,398,85,441,704,1,2,3
2,0,3051,1725,4468,871,4549,1646,427,242,626,122,637,230,2,3,0
2,1,1718,4695,647,1430,1050,3720,241,657,91,200,147,521,2,0,3
1,0,4291,3759,1695,3390,5353,626,601,526,237,475,749,88,4,0,1
0,0,4929,4063,5147,2687,2005,1445,690,569,721,376,281,202,0,2,3
2,0,4670,899,2260,4021,1281,5444,654,126,316,563,179,762,1,4,3
0,1,3874,3476,4685,3813,4556,3298,542,487,656,534,638,462,4,0,0
1,1,5344,1433,2666,2409,1478,3648,748,201,373,337,207,511,2,1,4
2,1,4859,2157,4137,1800,1348,1307,680,302,579,252,189,183,4,2,3
2,0,2602,3914,3816,5339,507,3115,364,548,534,747,71,436,4,2,1
2,0,3604,3899,2697,4912,3662,5425,505,546,378,688,513,760,0,3,2
3,0,3776,3928,4962,2048,4130,5296,529,550,695,287,578,741,0,2,0
2,1,4640,4520,685,5000,2459,2405,650,633,96,700,344,337,1,4,1
2,1,2083,1119,2613,1247,2814,2552,292,157,366,175,394,357,1,0,0
3,1,2875,2865,4289,4112,2575,2013,403,401,600,576,361,282,0,1,3
1,0,869,2579,2179,1653,5484,3691,122,361,305,231,768,517,3,2,4
2,0,3625,4957,1693,1618,736,2002,508,694,237,227,103,280,2,4,3
3,1,3338,5196,4729,3733,1686,5370,467,727,662,523,236,752,1,2,0
3,1,4035,3066,3927,1156,4452,2028,565,429,550,162,623,284,0,0,3
3,1,1474,3937,4214,3274,5405,4512,206,551,590,458,757,632,2,3,0
3,0,792,1827,1128,1587,2041,1483,111,256,158,222,286,208,1,3,1
2,1,670,4171,3866,5025,4605,2327,94,584,541,704,645,326,4,1,1
1,0,4368,1026,1735,728,4231,2494,612,144,243,102,592,349,3,3,4
1,0,5286,1464,4880,5022,2778,3112,740,205,683,703,389,436,4,2,3
1,0,926,3062,2785,511,3915,3855,130,429,390,72,548,540,0,0,2
0,1,3390,4248,2942,1847,4997,2658,475,595,412,259,700,372,2,2,3
1,1,4700,732,4361,3692,1514,3142,658,102,611,517,212,440,0,2,0
2,0,4483,844,3924,917,1341,2847,628,118,549,128,188,399,2,4,2
2,0,3337,1686,513,1909,896,709,467,236,72,267,125,99,4,2,3
2,1,3072,1910,1404,3000,1833,540,430,267,197,420,257,76,2,3,2
3,0,3997,2589,3925,3050,3471,4240,560,362,550,427,486,594,2,2,1
1,1,4955,706,1208,522,3581,4944,694,99,169,73,501,692,4,4,1
1,1,1588,3026,4834,1550,834,2523,222,424,677,217,117,353,4,2,3
2,0,2123,3053,2963,1213,680,4931,297,427,415,170,95,690,2,2,1
3,1,4405,4763,2585,3804,1990,1763,617,667,362,533,279,247,3,2,0
2,0,4191,4137,4420,4990,577,5338,587,579,619,699,81,747,3,0,1
0,0,2578,5348,5406,3618,3655,2093,361,749,757,507,512,293,0,3,0
1,0,1930,1866,3111,757,3324,535,270,261,436,106,465,75,2,3,0
0,1,1246,2811,3261,2498,1149,1964,174,394,457,350,161,275,3,3,1
0,0,2947,3940,5257,5288,2421,4064,413,552,736,740,339,569,3,2,1
0,0,4741,1998,1529,3942,4308,4950,664,280,214,552,603,693,1,0,1
2,0,4147,2059,5368,3089,3669,1872,581,288,752,432,514,262,0,1,1
3,1,1709,4331,2251,2798,1348,4801,239,606,315,392,189,672,3,0,3
0,0,2257,3534,3126,2966,1262,2913,316,495,438,415,177,408,3,1,3
1,0,2344,3985,5279,4329,2275,1452,328,558,739,606,319,203,4,2,3
1,0,1086,724,3428,2670,4016,3712,152,101,480,374,562,520,3,3,2
3,1,833,2140,4808,1599,2247,5224,117,300,673,224,315,731,0,2,2
0,0,4982,929,1827,5019,2904,578,697,130,256,703,407,81,3,2,1
1,1,1627,2139,2913,1012,3863,4803,228,299,408,142,541,672,3,4,2
1,0,4962,3188,504,1522,961,3255,695,446,71,213,135,456,2,1,3
3,1,1759,4139,2537,2852,2661,4268,246,579,355,399,373,598,1,3,3
2,1,4377,851,4351,822,4412,4963,613,119,609,115,618,695,2,2,3
3,0,4771,3032,1291,2897,1615,3139,668,424,181,406,226,439,1,3,1
0,0,682,936,4069,1820,2475,2739,95,131,570,255,347,383,3,0,4
2,1,2417,3182,2948,3111,2377,2853,338,445,413,436,333,399,0,1,3
0,0,5289,5272,4325,831,2624,5087,740,738,606,116,367,712,1,4,1
3,0,892,2606,727,4816,4778,5313,125,365,102,674,669,744,2,1,3
0,0,2686,3556,2316,2819,3877,2625,376,498,324,395,543,368,0,3,4
1,1,970,5346,3791,738,1365,869,136,748,531,103,191,122,3,3,1
0,0,3241,1892,3165,3030,2262,3725,454,265,443,424,317,522,0,3,1
3,1,1232,1124,5224,2364,4835,3371,172,157,731,331,677,472,4,2,3
0,0,2644,639,4811,4849,3835,2521,370,89,674,679,537,353,1,0,0
3,1,1257,1522,4710,3686,4342,1635,176,213,659,516,608,229,2,0,0
3,1,4839,967,856,1413,590,1981,677,135,120,198,83,277,1,3,3
1,1,2716,1089,1022,3057,2822,4853,380,152,143,428,395,679,2,2,0
0,0,2524,5339,1193,4951,4600,1653,353,747,167,693,644,231,2,2,1
1,1,3073,4525,1560,3912,2381,3670,430,634,218,548,333,514,2,4,0
0,0,4579,2606,2350,3429,1023,4976,641,365,329,480,143,697,3,0,1
1,0,4538,3625,1749,1416,5206,3370,635,508,245,198,729,472,0,0,3
2,1,5464,1239,4540,4554,1093,4380,765,173,636,638,153,613,4,0,1
2,0,4960,2587,3915,4443,3329,1971,694,362,548,622,466,276,2,0,1
1,0,4465,5305,5320,3838,806,4956,625,743,745,537,113,694,1,3,4
3,0,3654,949,4750,4435,5423,4251,512,133,665,621,759,595,4,1,1
1,1,4046,854,5175,1683,3107,2133,566,120,725,236,435,299,1,4,3
3,0,664,1317,3250,1061,5182,2024,93,184,455,149,725,283,2,1,3
2,0,3791,3119,1035,1555,4540,1466,531,437,145,218,636,205,0,3,3
1,1,4830,3241,2856,1564,3580,4608,676,454,400,219,501,645,4,4,0
2,0,2247,3449,2077,686,5467,5202,315,483,291,96,765,728,0,3,1
0,0,826,4059,4018,4934,3269,2116,116,568,563,691,458,296,4,2,4
3,0,3676,4361,1428,3039,1693,4270,515,611,200,425,237,598,1,1,3
3,1,2295,1617,521,3848,5008,1911,321,226,73,539,701,268,4,4,1
1,1,3895,2876,4591,3023,4848,4092,545,403,643,423,679,573,4,2,1
1,0,5197,3010,3019,3356,5308,5387,728,421,423,470,743,754,3,4,2
3,0,4660,1479,2579,2026,4092,3677,652,207,361,284,573,515,4,1,4
0,1,2219,4264,1313,3763,3072,3040,311,597,184,527,430,426,4,3,4
2,1,2075,4374,5093,3754,3535,5085,291,612,713,526,495,712,0,2,1
1,0,3778,666,1600,5254,660,1588,529,93,224,736,92,222,3,1,4
1,0,5296,1419,866,845,1421,1038,741,199,121,118,199,145,1,4,1
3,1,4069,929,4962,2832,5290,2402,570,130,695,396,741,336,0,0,3
0,0,1480,3233,783,3806,4381,3128,207,453,110,533,613,438,4,4,0
